"","case","Applicant","Homeownership"
"2715",2715,"indiv","mortgage"
"2716",2716,"indiv","rent"
"2717",2717,"indiv","mortgage"
"2718",2718,"joint","mortgage"
"2719",2719,"indiv","own"
"2720",2720,"indiv","rent"
"2721",2721,"indiv","rent"
"2722",2722,"indiv","mortgage"
"2723",2723,"indiv","rent"
"2724",2724,"indiv","mortgage"
"2725",2725,"indiv","rent"
"2726",2726,"indiv","rent"
"2727",2727,"joint","mortgage"
"2728",2728,"indiv","own"
"2729",2729,"indiv","rent"
"2730",2730,"indiv","mortgage"
"2731",2731,"indiv","rent"
"2732",2732,"indiv","rent"
"2733",2733,"indiv","mortgage"
"2734",2734,"joint","mortgage"
"2735",2735,"indiv","own"
"2736",2736,"indiv","mortgage"
"2737",2737,"joint","rent"
"2738",2738,"indiv","rent"
"2739",2739,"indiv","mortgage"
"2740",2740,"joint","mortgage"
"2741",2741,"indiv","rent"
"2742",2742,"indiv","rent"
"2743",2743,"joint","mortgage"
"2744",2744,"indiv","rent"
"2745",2745,"indiv","mortgage"
"2746",2746,"indiv","rent"
"2747",2747,"indiv","mortgage"
"2748",2748,"indiv","rent"
"2749",2749,"indiv","rent"
"2750",2750,"indiv","mortgage"
"2751",2751,"indiv","rent"
"2752",2752,"indiv","rent"
"2753",2753,"indiv","mortgage"
"2754",2754,"indiv","mortgage"
"2755",2755,"indiv","mortgage"
"2756",2756,"indiv","mortgage"
"2757",2757,"indiv","mortgage"
"2758",2758,"indiv","rent"
"2759",2759,"indiv","mortgage"
"2760",2760,"indiv","mortgage"
"2761",2761,"indiv","rent"
"2762",2762,"indiv","mortgage"
"2763",2763,"indiv","mortgage"
"2764",2764,"joint","mortgage"
"2765",2765,"indiv","mortgage"
"2766",2766,"indiv","rent"
"2767",2767,"indiv","mortgage"
"2768",2768,"indiv","rent"
"2769",2769,"indiv","own"
"2770",2770,"joint","mortgage"
"2771",2771,"indiv","mortgage"
"2772",2772,"joint","own"
"2773",2773,"indiv","mortgage"
"2774",2774,"indiv","mortgage"
"2775",2775,"indiv","rent"
"2776",2776,"indiv","rent"
"2777",2777,"indiv","rent"
"2778",2778,"indiv","mortgage"
"2779",2779,"indiv","mortgage"
"2780",2780,"indiv","mortgage"
"2781",2781,"indiv","mortgage"
"2782",2782,"indiv","mortgage"
"2783",2783,"indiv","rent"
"2784",2784,"indiv","mortgage"
"2785",2785,"indiv","mortgage"
"2786",2786,"indiv","mortgage"
"2787",2787,"indiv","mortgage"
"2788",2788,"indiv","own"
"2789",2789,"indiv","mortgage"
"2790",2790,"indiv","rent"
"2791",2791,"indiv","mortgage"
"2792",2792,"indiv","rent"
"2793",2793,"indiv","mortgage"
"2794",2794,"indiv","rent"
"2795",2795,"indiv","mortgage"
"2796",2796,"indiv","own"
"2797",2797,"joint","mortgage"
"2798",2798,"indiv","rent"
"2799",2799,"indiv","own"
"2800",2800,"indiv","rent"
"2801",2801,"indiv","rent"
"2802",2802,"joint","own"
"2803",2803,"indiv","rent"
"2804",2804,"indiv","mortgage"
"2805",2805,"indiv","mortgage"
"2806",2806,"indiv","mortgage"
"2807",2807,"joint","mortgage"
"2808",2808,"indiv","mortgage"
"2809",2809,"joint","rent"
"2810",2810,"joint","rent"
"2811",2811,"joint","mortgage"
"2812",2812,"indiv","rent"
"2813",2813,"indiv","mortgage"
"2814",2814,"indiv","mortgage"
"2815",2815,"indiv","mortgage"
"2816",2816,"indiv","mortgage"
"2817",2817,"joint","mortgage"
"2818",2818,"indiv","rent"
"2819",2819,"indiv","own"
"2820",2820,"indiv","own"
"2821",2821,"indiv","rent"
"2822",2822,"indiv","mortgage"
"2823",2823,"indiv","mortgage"
"2824",2824,"indiv","mortgage"
"2825",2825,"indiv","rent"
"2826",2826,"joint","mortgage"
"2827",2827,"indiv","rent"
"2828",2828,"indiv","mortgage"
"2829",2829,"indiv","own"
"2830",2830,"indiv","mortgage"
"2831",2831,"indiv","mortgage"
"2832",2832,"joint","mortgage"
"2833",2833,"indiv","rent"
"2834",2834,"indiv","mortgage"
"2835",2835,"indiv","own"
"2836",2836,"indiv","mortgage"
"2837",2837,"indiv","rent"
"2838",2838,"indiv","own"
"2839",2839,"joint","mortgage"
"2840",2840,"indiv","mortgage"
"2841",2841,"joint","mortgage"
"2842",2842,"indiv","rent"
"2843",2843,"indiv","own"
"2844",2844,"indiv","rent"
"2845",2845,"indiv","mortgage"
"2846",2846,"indiv","mortgage"
"2847",2847,"indiv","mortgage"
"2848",2848,"indiv","mortgage"
"2849",2849,"joint","mortgage"
"2850",2850,"indiv","mortgage"
"2851",2851,"joint","mortgage"
"2852",2852,"indiv","rent"
"2853",2853,"indiv","rent"
"2854",2854,"indiv","rent"
"2855",2855,"indiv","rent"
"2856",2856,"indiv","mortgage"
"2857",2857,"indiv","rent"
"2858",2858,"indiv","rent"
"2859",2859,"indiv","mortgage"
"2860",2860,"indiv","mortgage"
"2861",2861,"indiv","own"
"2862",2862,"indiv","mortgage"
"2863",2863,"indiv","mortgage"
"2864",2864,"indiv","rent"
"2865",2865,"indiv","mortgage"
"2866",2866,"joint","mortgage"
"2867",2867,"joint","rent"
"2868",2868,"joint","mortgage"
"2869",2869,"indiv","rent"
"2870",2870,"indiv","mortgage"
"2871",2871,"indiv","mortgage"
"2872",2872,"indiv","mortgage"
"2873",2873,"indiv","rent"
"2874",2874,"indiv","mortgage"
"2875",2875,"indiv","rent"
"2876",2876,"indiv","rent"
"2877",2877,"indiv","own"
"2878",2878,"indiv","rent"
"2879",2879,"indiv","mortgage"
"2880",2880,"indiv","mortgage"
"2881",2881,"indiv","mortgage"
"2882",2882,"indiv","mortgage"
"2883",2883,"indiv","mortgage"
"2884",2884,"indiv","own"
"2885",2885,"indiv","mortgage"
"2886",2886,"indiv","rent"
"2887",2887,"indiv","mortgage"
"2888",2888,"joint","rent"
"2889",2889,"joint","rent"
"2890",2890,"indiv","mortgage"
"2891",2891,"indiv","mortgage"
"2892",2892,"indiv","mortgage"
"2893",2893,"indiv","rent"
"2894",2894,"joint","mortgage"
"2895",2895,"indiv","rent"
"2896",2896,"indiv","rent"
"2897",2897,"indiv","mortgage"
"2898",2898,"indiv","rent"
"2899",2899,"indiv","own"
"2900",2900,"indiv","mortgage"
"2901",2901,"indiv","rent"
"2902",2902,"joint","mortgage"
"2903",2903,"joint","mortgage"
"2904",2904,"indiv","rent"
"2905",2905,"indiv","own"
"2906",2906,"indiv","own"
"2907",2907,"indiv","own"
"2908",2908,"indiv","rent"
"2909",2909,"indiv","mortgage"
"2910",2910,"indiv","mortgage"
"2911",2911,"joint","mortgage"
"2912",2912,"indiv","mortgage"
"2913",2913,"joint","mortgage"
"2914",2914,"indiv","mortgage"
"2915",2915,"joint","mortgage"
"2916",2916,"indiv","mortgage"
"2917",2917,"indiv","own"
"2918",2918,"indiv","rent"
"2919",2919,"joint","mortgage"
"2920",2920,"indiv","rent"
"2921",2921,"joint","own"
"2922",2922,"indiv","rent"
"2923",2923,"indiv","mortgage"
"2924",2924,"indiv","rent"
"2925",2925,"indiv","rent"
"2926",2926,"indiv","mortgage"
"2927",2927,"indiv","mortgage"
"2928",2928,"indiv","mortgage"
"2929",2929,"indiv","mortgage"
"2930",2930,"indiv","rent"
"2931",2931,"indiv","rent"
"2932",2932,"indiv","rent"
"2933",2933,"joint","own"
"2934",2934,"indiv","mortgage"
"2935",2935,"indiv","own"
"2936",2936,"indiv","mortgage"
"2937",2937,"indiv","rent"
"2938",2938,"indiv","mortgage"
"2939",2939,"joint","mortgage"
"2940",2940,"indiv","own"
"2941",2941,"indiv","own"
"2942",2942,"indiv","mortgage"
"2943",2943,"indiv","mortgage"
"2944",2944,"joint","rent"
"2945",2945,"indiv","rent"
"2946",2946,"indiv","mortgage"
"2947",2947,"indiv","rent"
"2948",2948,"indiv","mortgage"
"2949",2949,"indiv","rent"
"2950",2950,"indiv","mortgage"
"2951",2951,"indiv","mortgage"
"2952",2952,"indiv","rent"
"2953",2953,"indiv","rent"
"2954",2954,"indiv","own"
"2955",2955,"indiv","rent"
"2956",2956,"joint","mortgage"
"2957",2957,"indiv","rent"
"2958",2958,"indiv","mortgage"
"2959",2959,"indiv","mortgage"
"2960",2960,"indiv","mortgage"
"2961",2961,"indiv","rent"
"2962",2962,"indiv","mortgage"
"2963",2963,"indiv","mortgage"
"2964",2964,"joint","mortgage"
"2965",2965,"indiv","own"
"2966",2966,"indiv","mortgage"
"2967",2967,"indiv","rent"
"2968",2968,"joint","rent"
"2969",2969,"indiv","mortgage"
"2970",2970,"indiv","own"
"2971",2971,"indiv","mortgage"
"2972",2972,"indiv","rent"
"2973",2973,"joint","mortgage"
"2974",2974,"indiv","mortgage"
"2975",2975,"indiv","mortgage"
"2976",2976,"indiv","mortgage"
"2977",2977,"indiv","own"
"2978",2978,"indiv","rent"
"2979",2979,"indiv","rent"
"2980",2980,"indiv","own"
"2981",2981,"indiv","mortgage"
"2982",2982,"indiv","mortgage"
"2983",2983,"indiv","mortgage"
"2984",2984,"indiv","rent"
"2985",2985,"indiv","rent"
"2986",2986,"indiv","mortgage"
"2987",2987,"joint","rent"
"2988",2988,"joint","rent"
"2989",2989,"indiv","rent"
"2990",2990,"indiv","mortgage"
"2991",2991,"joint","mortgage"
"2992",2992,"indiv","mortgage"
"2993",2993,"indiv","rent"
"2994",2994,"joint","mortgage"
"2995",2995,"indiv","mortgage"
"2996",2996,"indiv","rent"
"2997",2997,"indiv","rent"
"2998",2998,"indiv","mortgage"
"2999",2999,"indiv","own"
"3000",3000,"indiv","rent"
"3001",3001,"indiv","mortgage"
"3002",3002,"indiv","mortgage"
"3003",3003,"indiv","rent"
"3004",3004,"indiv","rent"
"3005",3005,"indiv","own"
"3006",3006,"joint","mortgage"
"3007",3007,"joint","rent"
"3008",3008,"indiv","rent"
"3009",3009,"indiv","rent"
"3010",3010,"indiv","rent"
"3011",3011,"joint","rent"
"3012",3012,"joint","mortgage"
"3013",3013,"indiv","mortgage"
"3014",3014,"joint","rent"
"3015",3015,"indiv","rent"
"3016",3016,"indiv","own"
"3017",3017,"joint","mortgage"
"3018",3018,"indiv","mortgage"
"3019",3019,"joint","mortgage"
"3020",3020,"indiv","own"
"3021",3021,"indiv","mortgage"
"3022",3022,"indiv","mortgage"
"3023",3023,"indiv","rent"
"3024",3024,"indiv","rent"
"3025",3025,"indiv","mortgage"
"3026",3026,"joint","rent"
"3027",3027,"indiv","rent"
"3028",3028,"indiv","own"
"3029",3029,"indiv","rent"
"3030",3030,"indiv","rent"
"3031",3031,"indiv","rent"
"3032",3032,"indiv","rent"
"3033",3033,"joint","mortgage"
"3034",3034,"indiv","mortgage"
"3035",3035,"indiv","rent"
"3036",3036,"indiv","rent"
"3037",3037,"indiv","rent"
"3038",3038,"indiv","mortgage"
"3039",3039,"joint","own"
"3040",3040,"indiv","rent"
"3041",3041,"indiv","rent"
"3042",3042,"indiv","rent"
"3043",3043,"indiv","own"
"3044",3044,"indiv","rent"
"3045",3045,"indiv","own"
"3046",3046,"indiv","rent"
"3047",3047,"indiv","rent"
"3048",3048,"joint","mortgage"
"3049",3049,"indiv","mortgage"
"3050",3050,"joint","mortgage"
"3051",3051,"indiv","mortgage"
"3052",3052,"indiv","rent"
"3053",3053,"joint","mortgage"
"3054",3054,"indiv","mortgage"
"3055",3055,"indiv","rent"
"3056",3056,"joint","rent"
"3057",3057,"indiv","own"
"3058",3058,"indiv","mortgage"
"3059",3059,"indiv","rent"
"3060",3060,"indiv","mortgage"
"3061",3061,"indiv","own"
"3062",3062,"joint","mortgage"
"3063",3063,"indiv","rent"
"3064",3064,"indiv","rent"
"3065",3065,"indiv","rent"
"3066",3066,"indiv","rent"
"3067",3067,"indiv","rent"
"3068",3068,"indiv","mortgage"
"3069",3069,"joint","mortgage"
"3070",3070,"indiv","mortgage"
"3071",3071,"indiv","rent"
"3072",3072,"indiv","rent"
"3073",3073,"indiv","mortgage"
"3074",3074,"indiv","rent"
"3075",3075,"indiv","mortgage"
"3076",3076,"indiv","rent"
"3077",3077,"indiv","mortgage"
"3078",3078,"indiv","rent"
"3079",3079,"indiv","mortgage"
"3080",3080,"joint","mortgage"
"3081",3081,"indiv","rent"
"3082",3082,"joint","mortgage"
"3083",3083,"indiv","rent"
"3084",3084,"indiv","mortgage"
"3085",3085,"indiv","rent"
"3086",3086,"joint","rent"
"3087",3087,"indiv","rent"
"3088",3088,"indiv","rent"
"3089",3089,"indiv","mortgage"
"3090",3090,"indiv","rent"
"3091",3091,"indiv","mortgage"
"3092",3092,"indiv","rent"
"3093",3093,"indiv","rent"
"3094",3094,"indiv","mortgage"
"3095",3095,"indiv","rent"
"3096",3096,"indiv","own"
"3097",3097,"indiv","rent"
"3098",3098,"joint","mortgage"
"3099",3099,"indiv","rent"
"3100",3100,"indiv","mortgage"
"3101",3101,"joint","mortgage"
"3102",3102,"indiv","mortgage"
"3103",3103,"indiv","mortgage"
"3104",3104,"indiv","mortgage"
"3105",3105,"indiv","mortgage"
"3106",3106,"indiv","mortgage"
"3107",3107,"joint","mortgage"
"3108",3108,"indiv","own"
"3109",3109,"indiv","rent"
"3110",3110,"indiv","mortgage"
"3111",3111,"indiv","own"
"3112",3112,"indiv","mortgage"
"3113",3113,"indiv","mortgage"
"3114",3114,"indiv","mortgage"
"3115",3115,"indiv","mortgage"
"3116",3116,"indiv","mortgage"
"3117",3117,"indiv","mortgage"
"3118",3118,"indiv","mortgage"
"3119",3119,"indiv","rent"
"3120",3120,"indiv","rent"
"3121",3121,"indiv","rent"
"3122",3122,"indiv","rent"
"3123",3123,"indiv","own"
"3124",3124,"indiv","mortgage"
"3125",3125,"indiv","mortgage"
"3126",3126,"indiv","rent"
"3127",3127,"indiv","own"
"3128",3128,"indiv","mortgage"
"3129",3129,"indiv","mortgage"
"3130",3130,"indiv","own"
"3131",3131,"indiv","mortgage"
"3132",3132,"indiv","rent"
"3133",3133,"indiv","rent"
"3134",3134,"joint","mortgage"
"3135",3135,"indiv","rent"
"3136",3136,"indiv","mortgage"
"3137",3137,"joint","mortgage"
"3138",3138,"indiv","own"
"3139",3139,"joint","mortgage"
"3140",3140,"indiv","mortgage"
"3141",3141,"indiv","rent"
"3142",3142,"indiv","own"
"3143",3143,"indiv","own"
"3144",3144,"indiv","rent"
"3145",3145,"indiv","rent"
"3146",3146,"indiv","mortgage"
"3147",3147,"indiv","mortgage"
"3148",3148,"indiv","mortgage"
"3149",3149,"joint","mortgage"
"3150",3150,"indiv","own"
"3151",3151,"joint","mortgage"
"3152",3152,"indiv","mortgage"
"3153",3153,"indiv","rent"
"3154",3154,"indiv","rent"
"3155",3155,"indiv","own"
"3156",3156,"indiv","rent"
"3157",3157,"indiv","own"
"3158",3158,"indiv","rent"
"3159",3159,"indiv","mortgage"
"3160",3160,"indiv","rent"
"3161",3161,"indiv","rent"
"3162",3162,"indiv","rent"
"3163",3163,"indiv","rent"
"3164",3164,"indiv","mortgage"
"3165",3165,"indiv","mortgage"
"3166",3166,"joint","mortgage"
"3167",3167,"indiv","mortgage"
"3168",3168,"indiv","mortgage"
"3169",3169,"indiv","mortgage"
"3170",3170,"indiv","rent"
"3171",3171,"joint","mortgage"
"3172",3172,"indiv","mortgage"
"3173",3173,"joint","own"
"3174",3174,"indiv","mortgage"
"3175",3175,"indiv","rent"
"3176",3176,"indiv","mortgage"
"3177",3177,"indiv","rent"
"3178",3178,"indiv","mortgage"
"3179",3179,"indiv","rent"
"3180",3180,"indiv","mortgage"
"3181",3181,"indiv","rent"
"3182",3182,"indiv","own"
"3183",3183,"indiv","rent"
"3184",3184,"joint","mortgage"
"3185",3185,"indiv","rent"
"3186",3186,"indiv","own"
"3187",3187,"joint","mortgage"
"3188",3188,"indiv","own"
"3189",3189,"joint","mortgage"
"3190",3190,"indiv","mortgage"
"3191",3191,"indiv","mortgage"
"3192",3192,"indiv","rent"
"3193",3193,"indiv","own"
"3194",3194,"indiv","rent"
"3195",3195,"indiv","mortgage"
"3196",3196,"indiv","rent"
"3197",3197,"indiv","mortgage"
"3198",3198,"indiv","mortgage"
"3199",3199,"indiv","rent"
"3200",3200,"indiv","rent"
"3201",3201,"indiv","own"
"3202",3202,"indiv","mortgage"
"3203",3203,"joint","rent"
"3204",3204,"indiv","own"
"3205",3205,"indiv","mortgage"
"3206",3206,"indiv","mortgage"
"3207",3207,"indiv","mortgage"
"3208",3208,"indiv","mortgage"
"3209",3209,"joint","mortgage"
"3210",3210,"joint","mortgage"
"3211",3211,"indiv","rent"
"3212",3212,"indiv","own"
"3213",3213,"indiv","mortgage"
"3214",3214,"indiv","own"
"3215",3215,"indiv","mortgage"
"3216",3216,"indiv","mortgage"
"3217",3217,"indiv","mortgage"
"3218",3218,"indiv","mortgage"
"3219",3219,"indiv","mortgage"
"3220",3220,"indiv","mortgage"
"3221",3221,"indiv","rent"
"3222",3222,"indiv","mortgage"
"3223",3223,"indiv","mortgage"
"3224",3224,"indiv","rent"
"3225",3225,"indiv","own"
"3226",3226,"indiv","own"
"3227",3227,"indiv","mortgage"
"3228",3228,"indiv","rent"
"3229",3229,"indiv","rent"
"3230",3230,"indiv","rent"
"3231",3231,"indiv","mortgage"
"3232",3232,"indiv","rent"
"3233",3233,"indiv","rent"
"3234",3234,"indiv","own"
"3235",3235,"indiv","rent"
"3236",3236,"indiv","rent"
"3237",3237,"indiv","own"
"3238",3238,"indiv","mortgage"
"3239",3239,"indiv","rent"
"3240",3240,"indiv","mortgage"
"3241",3241,"joint","mortgage"
"3242",3242,"indiv","rent"
"3243",3243,"indiv","rent"
"3244",3244,"indiv","rent"
"3245",3245,"indiv","mortgage"
"3246",3246,"indiv","rent"
"3247",3247,"indiv","mortgage"
"3248",3248,"indiv","mortgage"
"3249",3249,"joint","mortgage"
"3250",3250,"indiv","rent"
"3251",3251,"indiv","rent"
"3252",3252,"indiv","own"
"3253",3253,"indiv","rent"
"3254",3254,"indiv","mortgage"
"3255",3255,"indiv","rent"
"3256",3256,"indiv","mortgage"
"3257",3257,"indiv","mortgage"
"3258",3258,"indiv","mortgage"
"3259",3259,"indiv","mortgage"
"3260",3260,"indiv","mortgage"
"3261",3261,"indiv","mortgage"
"3262",3262,"indiv","own"
"3263",3263,"indiv","mortgage"
"3264",3264,"indiv","mortgage"
"3265",3265,"indiv","mortgage"
"3266",3266,"indiv","rent"
"3267",3267,"indiv","mortgage"
"3268",3268,"joint","mortgage"
"3269",3269,"indiv","rent"
"3270",3270,"indiv","rent"
"3271",3271,"indiv","own"
"3272",3272,"joint","own"
"3273",3273,"indiv","mortgage"
"3274",3274,"indiv","mortgage"
"3275",3275,"indiv","rent"
"3276",3276,"indiv","own"
"3277",3277,"indiv","mortgage"
"3278",3278,"joint","mortgage"
"3279",3279,"indiv","rent"
"3280",3280,"indiv","mortgage"
"3281",3281,"joint","mortgage"
"3282",3282,"indiv","mortgage"
"3283",3283,"indiv","mortgage"
"3284",3284,"indiv","rent"
"3285",3285,"indiv","own"
"3286",3286,"indiv","rent"
"3287",3287,"indiv","mortgage"
"3288",3288,"indiv","rent"
"3289",3289,"indiv","mortgage"
"3290",3290,"indiv","own"
"3291",3291,"indiv","mortgage"
"3292",3292,"indiv","rent"
"3293",3293,"indiv","rent"
"3294",3294,"indiv","mortgage"
"3295",3295,"indiv","rent"
"3296",3296,"joint","mortgage"
"3297",3297,"indiv","own"
"3298",3298,"indiv","mortgage"
"3299",3299,"indiv","own"
"3300",3300,"indiv","rent"
"3301",3301,"indiv","own"
"3302",3302,"indiv","mortgage"
"3303",3303,"indiv","rent"
"3304",3304,"indiv","rent"
"3305",3305,"indiv","mortgage"
"3306",3306,"indiv","mortgage"
"3307",3307,"indiv","mortgage"
"3308",3308,"indiv","rent"
"3309",3309,"joint","own"
"3310",3310,"indiv","own"
"3311",3311,"joint","mortgage"
"3312",3312,"joint","mortgage"
"3313",3313,"indiv","rent"
"3314",3314,"indiv","own"
"3315",3315,"indiv","mortgage"
"3316",3316,"indiv","mortgage"
"3317",3317,"indiv","mortgage"
"3318",3318,"indiv","rent"
"3319",3319,"indiv","rent"
"3320",3320,"indiv","own"
"3321",3321,"indiv","rent"
"3322",3322,"indiv","rent"
"3323",3323,"indiv","mortgage"
"3324",3324,"indiv","mortgage"
"3325",3325,"indiv","own"
"3326",3326,"joint","mortgage"
"3327",3327,"joint","mortgage"
"3328",3328,"indiv","mortgage"
"3329",3329,"indiv","rent"
"3330",3330,"indiv","rent"
"3331",3331,"indiv","rent"
"3332",3332,"indiv","rent"
"3333",3333,"indiv","mortgage"
"3334",3334,"indiv","rent"
"3335",3335,"indiv","rent"
"3336",3336,"joint","mortgage"
"3337",3337,"indiv","rent"
"3338",3338,"indiv","rent"
"3339",3339,"indiv","own"
"3340",3340,"joint","mortgage"
"3341",3341,"indiv","rent"
"3342",3342,"joint","mortgage"
"3343",3343,"joint","mortgage"
"3344",3344,"indiv","rent"
"3345",3345,"indiv","own"
"3346",3346,"indiv","mortgage"
"3347",3347,"indiv","mortgage"
"3348",3348,"indiv","rent"
"3349",3349,"indiv","rent"
"3350",3350,"indiv","mortgage"
"3351",3351,"indiv","mortgage"
"3352",3352,"joint","rent"
"3353",3353,"indiv","rent"
"3354",3354,"joint","rent"
"3355",3355,"indiv","mortgage"
"3356",3356,"joint","own"
"3357",3357,"indiv","rent"
"3358",3358,"indiv","rent"
"3359",3359,"indiv","mortgage"
"3360",3360,"indiv","mortgage"
"3361",3361,"indiv","mortgage"
"3362",3362,"indiv","mortgage"
"3363",3363,"indiv","mortgage"
"3364",3364,"indiv","own"
"3365",3365,"indiv","own"
"3366",3366,"indiv","mortgage"
"3367",3367,"indiv","rent"
"3368",3368,"indiv","rent"
"3369",3369,"joint","rent"
"3370",3370,"joint","mortgage"
"3371",3371,"indiv","mortgage"
"3372",3372,"indiv","mortgage"
"3373",3373,"indiv","mortgage"
"3374",3374,"indiv","mortgage"
"3375",3375,"indiv","own"
"3376",3376,"indiv","rent"
"3377",3377,"indiv","mortgage"
"3378",3378,"indiv","mortgage"
"3379",3379,"joint","mortgage"
"3380",3380,"joint","rent"
"3381",3381,"joint","own"
"3382",3382,"indiv","mortgage"
"3383",3383,"indiv","mortgage"
"3384",3384,"joint","rent"
"3385",3385,"indiv","mortgage"
"3386",3386,"indiv","mortgage"
"3387",3387,"indiv","mortgage"
"3388",3388,"indiv","rent"
"3389",3389,"joint","rent"
"3390",3390,"indiv","rent"
"3391",3391,"indiv","rent"
"3392",3392,"indiv","mortgage"
"3393",3393,"indiv","rent"
"3394",3394,"indiv","mortgage"
"3395",3395,"indiv","own"
"3396",3396,"indiv","mortgage"
"3397",3397,"joint","mortgage"
"3398",3398,"indiv","mortgage"
"3399",3399,"joint","mortgage"
"3400",3400,"indiv","rent"
"3401",3401,"indiv","mortgage"
"3402",3402,"indiv","mortgage"
"3403",3403,"joint","rent"
"3404",3404,"indiv","mortgage"
"3405",3405,"indiv","mortgage"
"3406",3406,"indiv","rent"
"3407",3407,"indiv","mortgage"
"3408",3408,"indiv","mortgage"
"3409",3409,"indiv","own"
"3410",3410,"indiv","rent"
"3411",3411,"indiv","rent"
"3412",3412,"indiv","own"
"3413",3413,"indiv","rent"
"3414",3414,"joint","rent"
"3415",3415,"indiv","mortgage"
"3416",3416,"indiv","rent"
"3417",3417,"indiv","mortgage"
"3418",3418,"indiv","rent"
"3419",3419,"indiv","own"
"3420",3420,"indiv","mortgage"
"3421",3421,"indiv","rent"
"3422",3422,"indiv","mortgage"
"3423",3423,"indiv","mortgage"
"3424",3424,"indiv","mortgage"
"3425",3425,"indiv","own"
"3426",3426,"indiv","mortgage"
"3427",3427,"joint","mortgage"
"3428",3428,"joint","mortgage"
"3429",3429,"indiv","rent"
"3430",3430,"indiv","mortgage"
"3431",3431,"indiv","rent"
"3432",3432,"indiv","rent"
"3433",3433,"joint","rent"
"3434",3434,"indiv","rent"
"3435",3435,"indiv","rent"
"3436",3436,"indiv","rent"
"3437",3437,"indiv","mortgage"
