"Applicant" "Homeownership"
"3135" "indiv" "rent"
"3136" "indiv" "mortgage"
"3137" "joint" "mortgage"
"3138" "indiv" "own"
"3139" "joint" "mortgage"
"3140" "indiv" "mortgage"
"3141" "indiv" "rent"
"3142" "indiv" "own"
"3143" "indiv" "own"
"3144" "indiv" "rent"
"3145" "indiv" "rent"
"3146" "indiv" "mortgage"
"3147" "indiv" "mortgage"
"3148" "indiv" "mortgage"
"3149" "joint" "mortgage"
"3150" "indiv" "own"
"3151" "joint" "mortgage"
"3152" "indiv" "mortgage"
"3153" "indiv" "rent"
"3154" "indiv" "rent"
"3155" "indiv" "own"
"3156" "indiv" "rent"
"3157" "indiv" "own"
"3158" "indiv" "rent"
"3159" "indiv" "mortgage"
"3160" "indiv" "rent"
"3161" "indiv" "rent"
"3162" "indiv" "rent"
"3163" "indiv" "rent"
"3164" "indiv" "mortgage"
"3165" "indiv" "mortgage"
"3166" "joint" "mortgage"
"3167" "indiv" "mortgage"
"3168" "indiv" "mortgage"
"3169" "indiv" "mortgage"
"3170" "indiv" "rent"
"3171" "joint" "mortgage"
"3172" "indiv" "mortgage"
"3173" "joint" "own"
"3174" "indiv" "mortgage"
"3175" "indiv" "rent"
"3176" "indiv" "mortgage"
"3177" "indiv" "rent"
"3178" "indiv" "mortgage"
"3179" "indiv" "rent"
"3180" "indiv" "mortgage"
"3181" "indiv" "rent"
"3182" "indiv" "own"
"3183" "indiv" "rent"
"3184" "joint" "mortgage"
"3185" "indiv" "rent"
"3186" "indiv" "own"
"3187" "joint" "mortgage"
"3188" "indiv" "own"
"3189" "joint" "mortgage"
"3190" "indiv" "mortgage"
"3191" "indiv" "mortgage"
"3192" "indiv" "rent"
"3193" "indiv" "own"
"3194" "indiv" "rent"
"3195" "indiv" "mortgage"
"3196" "indiv" "rent"
"3197" "indiv" "mortgage"
"3198" "indiv" "mortgage"
"3199" "indiv" "rent"
"3200" "indiv" "rent"
"3201" "indiv" "own"
"3202" "indiv" "mortgage"
"3203" "joint" "rent"
"3204" "indiv" "own"
"3205" "indiv" "mortgage"
"3206" "indiv" "mortgage"
"3207" "indiv" "mortgage"
"3208" "indiv" "mortgage"
"3209" "joint" "mortgage"
"3210" "joint" "mortgage"
"3211" "indiv" "rent"
"3212" "indiv" "own"
"3213" "indiv" "mortgage"
"3214" "indiv" "own"
"3215" "indiv" "mortgage"
"3216" "indiv" "mortgage"
"3217" "indiv" "mortgage"
"3218" "indiv" "mortgage"
"3219" "indiv" "mortgage"
"3220" "indiv" "mortgage"
"3221" "indiv" "rent"
"3222" "indiv" "mortgage"
"3223" "indiv" "mortgage"
"3224" "indiv" "rent"
"3225" "indiv" "own"
"3226" "indiv" "own"
"3227" "indiv" "mortgage"
"3228" "indiv" "rent"
"3229" "indiv" "rent"
"3230" "indiv" "rent"
"3231" "indiv" "mortgage"
"3232" "indiv" "rent"
"3233" "indiv" "rent"
"3234" "indiv" "own"
"3235" "indiv" "rent"
"3236" "indiv" "rent"
"3237" "indiv" "own"
"3238" "indiv" "mortgage"
"3239" "indiv" "rent"
"3240" "indiv" "mortgage"
"3241" "joint" "mortgage"
"3242" "indiv" "rent"
"3243" "indiv" "rent"
"3244" "indiv" "rent"
"3245" "indiv" "mortgage"
"3246" "indiv" "rent"
"3247" "indiv" "mortgage"
"3248" "indiv" "mortgage"
"3249" "joint" "mortgage"
"3250" "indiv" "rent"
"3251" "indiv" "rent"
"3252" "indiv" "own"
"3253" "indiv" "rent"
"3254" "indiv" "mortgage"
"3255" "indiv" "rent"
"3256" "indiv" "mortgage"
"3257" "indiv" "mortgage"
"3258" "indiv" "mortgage"
"3259" "indiv" "mortgage"
"3260" "indiv" "mortgage"
"3261" "indiv" "mortgage"
"3262" "indiv" "own"
"3263" "indiv" "mortgage"
"3264" "indiv" "mortgage"
"3265" "indiv" "mortgage"
"3266" "indiv" "rent"
"3267" "indiv" "mortgage"
"3268" "joint" "mortgage"
"3269" "indiv" "rent"
"3270" "indiv" "rent"
"3271" "indiv" "own"
"3272" "joint" "own"
"3273" "indiv" "mortgage"
"3274" "indiv" "mortgage"
"3275" "indiv" "rent"
"3276" "indiv" "own"
"3277" "indiv" "mortgage"
"3278" "joint" "mortgage"
"3279" "indiv" "rent"
"3280" "indiv" "mortgage"
"3281" "joint" "mortgage"
"3282" "indiv" "mortgage"
"3283" "indiv" "mortgage"
"3284" "indiv" "rent"
"3285" "indiv" "own"
"3286" "indiv" "rent"
"3287" "indiv" "mortgage"
"3288" "indiv" "rent"
"3289" "indiv" "mortgage"
"3290" "indiv" "own"
"3291" "indiv" "mortgage"
"3292" "indiv" "rent"
"3293" "indiv" "rent"
"3294" "indiv" "mortgage"
"3295" "indiv" "rent"
"3296" "joint" "mortgage"
"3297" "indiv" "own"
"3298" "indiv" "mortgage"
"3299" "indiv" "own"
"3300" "indiv" "rent"
"3301" "indiv" "own"
"3302" "indiv" "mortgage"
"3303" "indiv" "rent"
"3304" "indiv" "rent"
"3305" "indiv" "mortgage"
"3306" "indiv" "mortgage"
"3307" "indiv" "mortgage"
"3308" "indiv" "rent"
"3309" "joint" "own"
"3310" "indiv" "own"
"3311" "joint" "mortgage"
"3312" "joint" "mortgage"
"3313" "indiv" "rent"
"3314" "indiv" "own"
"3315" "indiv" "mortgage"
"3316" "indiv" "mortgage"
"3317" "indiv" "mortgage"
"3318" "indiv" "rent"
"3319" "indiv" "rent"
"3320" "indiv" "own"
"3321" "indiv" "rent"
"3322" "indiv" "rent"
"3323" "indiv" "mortgage"
"3324" "indiv" "mortgage"
"3325" "indiv" "own"
"3326" "joint" "mortgage"
"3327" "joint" "mortgage"
"3328" "indiv" "mortgage"
"3329" "indiv" "rent"
"3330" "indiv" "rent"
"3331" "indiv" "rent"
"3332" "indiv" "rent"
"3333" "indiv" "mortgage"
"3334" "indiv" "rent"
"3335" "indiv" "rent"
"3336" "joint" "mortgage"
"3337" "indiv" "rent"
"3338" "indiv" "rent"
"3339" "indiv" "own"
"3340" "joint" "mortgage"
"3341" "indiv" "rent"
"3342" "joint" "mortgage"
"3343" "joint" "mortgage"
"3344" "indiv" "rent"
"3345" "indiv" "own"
"3346" "indiv" "mortgage"
"3347" "indiv" "mortgage"
"3348" "indiv" "rent"
"3349" "indiv" "rent"
"3350" "indiv" "mortgage"
"3351" "indiv" "mortgage"
"3352" "joint" "rent"
"3353" "indiv" "rent"
"3354" "joint" "rent"
"3355" "indiv" "mortgage"
"3356" "joint" "own"
"3357" "indiv" "rent"
"3358" "indiv" "rent"
"3359" "indiv" "mortgage"
"3360" "indiv" "mortgage"
"3361" "indiv" "mortgage"
"3362" "indiv" "mortgage"
"3363" "indiv" "mortgage"
"3364" "indiv" "own"
"3365" "indiv" "own"
"3366" "indiv" "mortgage"
"3367" "indiv" "rent"
"3368" "indiv" "rent"
"3369" "joint" "rent"
"3370" "joint" "mortgage"
"3371" "indiv" "mortgage"
"3372" "indiv" "mortgage"
"3373" "indiv" "mortgage"
"3374" "indiv" "mortgage"
"3375" "indiv" "own"
"3376" "indiv" "rent"
"3377" "indiv" "mortgage"
"3378" "indiv" "mortgage"
"3379" "joint" "mortgage"
"3380" "joint" "rent"
"3381" "joint" "own"
"3382" "indiv" "mortgage"
"3383" "indiv" "mortgage"
"3384" "joint" "rent"
"3385" "indiv" "mortgage"
"3386" "indiv" "mortgage"
"3387" "indiv" "mortgage"
"3388" "indiv" "rent"
"3389" "joint" "rent"
"3390" "indiv" "rent"
"3391" "indiv" "rent"
"3392" "indiv" "mortgage"
"3393" "indiv" "rent"
"3394" "indiv" "mortgage"
"3395" "indiv" "own"
"3396" "indiv" "mortgage"
"3397" "joint" "mortgage"
"3398" "indiv" "mortgage"
"3399" "joint" "mortgage"
"3400" "indiv" "rent"
"3401" "indiv" "mortgage"
"3402" "indiv" "mortgage"
"3403" "joint" "rent"
"3404" "indiv" "mortgage"
"3405" "indiv" "mortgage"
"3406" "indiv" "rent"
"3407" "indiv" "mortgage"
"3408" "indiv" "mortgage"
"3409" "indiv" "own"
"3410" "indiv" "rent"
"3411" "indiv" "rent"
"3412" "indiv" "own"
"3413" "indiv" "rent"
"3414" "joint" "rent"
"3415" "indiv" "mortgage"
"3416" "indiv" "rent"
"3417" "indiv" "mortgage"
"3418" "indiv" "rent"
"3419" "indiv" "own"
"3420" "indiv" "mortgage"
"3421" "indiv" "rent"
"3422" "indiv" "mortgage"
"3423" "indiv" "mortgage"
"3424" "indiv" "mortgage"
"3425" "indiv" "own"
"3426" "indiv" "mortgage"
"3427" "joint" "mortgage"
"3428" "joint" "mortgage"
"3429" "indiv" "rent"
"3430" "indiv" "mortgage"
"3431" "indiv" "rent"
"3432" "indiv" "rent"
"3433" "joint" "rent"
"3434" "indiv" "rent"
"3435" "indiv" "rent"
"3436" "indiv" "rent"
"3437" "indiv" "mortgage"
"3438" "joint" "rent"
"3439" "indiv" "own"
"3440" "indiv" "mortgage"
"3441" "indiv" "rent"
"3442" "indiv" "rent"
"3443" "joint" "mortgage"
"3444" "indiv" "mortgage"
"3445" "indiv" "rent"
"3446" "joint" "mortgage"
"3447" "indiv" "rent"
"3448" "indiv" "mortgage"
"3449" "indiv" "rent"
"3450" "joint" "mortgage"
"3451" "indiv" "mortgage"
"3452" "indiv" "rent"
"3453" "indiv" "own"
"3454" "indiv" "rent"
"3455" "joint" "mortgage"
"3456" "indiv" "mortgage"
"3457" "indiv" "own"
"3458" "indiv" "rent"
"3459" "indiv" "mortgage"
"3460" "indiv" "mortgage"
"3461" "indiv" "rent"
"3462" "joint" "rent"
"3463" "indiv" "own"
"3464" "indiv" "rent"
"3465" "indiv" "rent"
"3466" "joint" "mortgage"
"3467" "indiv" "rent"
"3468" "indiv" "own"
"3469" "indiv" "rent"
"3470" "indiv" "own"
"3471" "indiv" "mortgage"
"3472" "joint" "own"
"3473" "joint" "mortgage"
"3474" "indiv" "rent"
"3475" "indiv" "own"
"3476" "indiv" "rent"
"3477" "indiv" "own"
"3478" "indiv" "mortgage"
"3479" "indiv" "rent"
"3480" "indiv" "mortgage"
"3481" "joint" "mortgage"
"3482" "indiv" "mortgage"
"3483" "indiv" "mortgage"
"3484" "indiv" "own"
"3485" "indiv" "mortgage"
"3486" "indiv" "rent"
"3487" "indiv" "rent"
"3488" "indiv" "rent"
"3489" "indiv" "rent"
"3490" "indiv" "mortgage"
"3491" "joint" "mortgage"
"3492" "indiv" "mortgage"
"3493" "indiv" "mortgage"
"3494" "indiv" "own"
"3495" "indiv" "rent"
"3496" "indiv" "rent"
"3497" "indiv" "rent"
"3498" "indiv" "rent"
"3499" "indiv" "mortgage"
"3500" "joint" "mortgage"
"3501" "joint" "mortgage"
"3502" "indiv" "rent"
"3503" "indiv" "own"
"3504" "indiv" "mortgage"
"3505" "indiv" "mortgage"
"3506" "joint" "rent"
"3507" "indiv" "mortgage"
"3508" "indiv" "own"
"3509" "indiv" "mortgage"
"3510" "indiv" "mortgage"
"3511" "indiv" "mortgage"
"3512" "joint" "rent"
"3513" "indiv" "own"
"3514" "indiv" "mortgage"
"3515" "indiv" "rent"
"3516" "indiv" "own"
"3517" "indiv" "rent"
"3518" "indiv" "rent"
"3519" "indiv" "mortgage"
"3520" "indiv" "rent"
"3521" "indiv" "mortgage"
"3522" "indiv" "rent"
"3523" "indiv" "own"
"3524" "indiv" "rent"
"3525" "indiv" "rent"
"3526" "joint" "mortgage"
"3527" "indiv" "rent"
"3528" "indiv" "mortgage"
"3529" "indiv" "rent"
"3530" "indiv" "mortgage"
"3531" "indiv" "rent"
"3532" "joint" "rent"
"3533" "indiv" "own"
"3534" "indiv" "rent"
"3535" "indiv" "rent"
"3536" "indiv" "rent"
"3537" "indiv" "mortgage"
"3538" "indiv" "rent"
"3539" "indiv" "rent"
"3540" "joint" "mortgage"
"3541" "indiv" "rent"
"3542" "joint" "rent"
"3543" "indiv" "mortgage"
"3544" "indiv" "mortgage"
"3545" "indiv" "rent"
"3546" "indiv" "mortgage"
"3547" "indiv" "mortgage"
"3548" "indiv" "mortgage"
"3549" "indiv" "own"
"3550" "indiv" "rent"
"3551" "indiv" "mortgage"
"3552" "indiv" "mortgage"
"3553" "indiv" "mortgage"
"3554" "indiv" "mortgage"
"3555" "indiv" "rent"
"3556" "indiv" "mortgage"
"3557" "joint" "own"
"3558" "indiv" "mortgage"
"3559" "indiv" "own"
"3560" "indiv" "mortgage"
"3561" "indiv" "rent"
"3562" "indiv" "mortgage"
"3563" "indiv" "mortgage"
"3564" "indiv" "mortgage"
"3565" "indiv" "rent"
"3566" "indiv" "rent"
"3567" "indiv" "rent"
"3568" "indiv" "rent"
"3569" "indiv" "rent"
"3570" "indiv" "rent"
"3571" "indiv" "rent"
"3572" "indiv" "rent"
"3573" "indiv" "rent"
"3574" "joint" "mortgage"
"3575" "indiv" "rent"
"3576" "indiv" "mortgage"
"3577" "joint" "mortgage"
"3578" "indiv" "mortgage"
"3579" "indiv" "rent"
"3580" "indiv" "mortgage"
"3581" "indiv" "mortgage"
"3582" "indiv" "rent"
"3583" "indiv" "rent"
"3584" "indiv" "rent"
"3585" "indiv" "rent"
"3586" "indiv" "mortgage"
"3587" "indiv" "rent"
"3588" "indiv" "mortgage"
"3589" "indiv" "mortgage"
"3590" "joint" "mortgage"
"3591" "indiv" "rent"
"3592" "indiv" "own"
"3593" "indiv" "mortgage"
"3594" "indiv" "rent"
"3595" "indiv" "rent"
"3596" "joint" "mortgage"
"3597" "indiv" "rent"
"3598" "indiv" "rent"
"3599" "indiv" "rent"
"3600" "indiv" "mortgage"
"3601" "indiv" "own"
"3602" "indiv" "own"
"3603" "indiv" "mortgage"
"3604" "indiv" "rent"
"3605" "indiv" "mortgage"
"3606" "indiv" "rent"
"3607" "indiv" "own"
"3608" "indiv" "mortgage"
"3609" "indiv" "rent"
"3610" "joint" "mortgage"
"3611" "indiv" "rent"
"3612" "indiv" "rent"
"3613" "indiv" "rent"
"3614" "indiv" "own"
"3615" "indiv" "mortgage"
"3616" "indiv" "mortgage"
"3617" "joint" "mortgage"
"3618" "indiv" "rent"
"3619" "indiv" "mortgage"
"3620" "indiv" "rent"
"3621" "indiv" "rent"
"3622" "indiv" "mortgage"
"3623" "indiv" "rent"
"3624" "joint" "own"
"3625" "indiv" "mortgage"
"3626" "indiv" "rent"
"3627" "joint" "mortgage"
"3628" "indiv" "rent"
"3629" "indiv" "rent"
"3630" "indiv" "mortgage"
"3631" "indiv" "mortgage"
"3632" "indiv" "mortgage"
"3633" "indiv" "rent"
"3634" "indiv" "mortgage"
"3635" "indiv" "own"
"3636" "indiv" "mortgage"
"3637" "joint" "mortgage"
"3638" "indiv" "rent"
"3639" "indiv" "mortgage"
"3640" "indiv" "own"
"3641" "indiv" "rent"
"3642" "indiv" "mortgage"
"3643" "indiv" "own"
"3644" "joint" "mortgage"
"3645" "indiv" "rent"
"3646" "indiv" "mortgage"
"3647" "indiv" "mortgage"
"3648" "indiv" "rent"
"3649" "indiv" "mortgage"
"3650" "indiv" "rent"
"3651" "indiv" "mortgage"
"3652" "indiv" "rent"
"3653" "indiv" "own"
"3654" "indiv" "own"
"3655" "indiv" "mortgage"
"3656" "indiv" "mortgage"
"3657" "indiv" "rent"
"3658" "indiv" "mortgage"
"3659" "indiv" "rent"
"3660" "indiv" "mortgage"
"3661" "joint" "rent"
"3662" "indiv" "mortgage"
"3663" "indiv" "rent"
"3664" "indiv" "own"
"3665" "indiv" "mortgage"
"3666" "indiv" "mortgage"
"3667" "indiv" "mortgage"
"3668" "joint" "mortgage"
"3669" "indiv" "rent"
"3670" "indiv" "own"
"3671" "joint" "mortgage"
"3672" "indiv" "rent"
"3673" "joint" "rent"
"3674" "indiv" "rent"
"3675" "indiv" "rent"
"3676" "indiv" "own"
"3677" "joint" "rent"
"3678" "indiv" "rent"
"3679" "indiv" "own"
"3680" "joint" "mortgage"
"3681" "indiv" "rent"
"3682" "indiv" "mortgage"
"3683" "indiv" "mortgage"
"3684" "indiv" "own"
"3685" "indiv" "mortgage"
"3686" "indiv" "mortgage"
"3687" "indiv" "mortgage"
"3688" "indiv" "rent"
"3689" "indiv" "rent"
"3690" "indiv" "rent"
"3691" "joint" "rent"
"3692" "indiv" "rent"
"3693" "indiv" "rent"
"3694" "indiv" "rent"
"3695" "indiv" "rent"
"3696" "indiv" "rent"
"3697" "joint" "mortgage"
"3698" "indiv" "mortgage"
"3699" "indiv" "rent"
"3700" "indiv" "mortgage"
"3701" "indiv" "rent"
"3702" "joint" "rent"
"3703" "indiv" "mortgage"
"3704" "indiv" "rent"
"3705" "indiv" "rent"
"3706" "indiv" "mortgage"
"3707" "indiv" "rent"
"3708" "indiv" "rent"
"3709" "indiv" "mortgage"
"3710" "indiv" "rent"
"3711" "indiv" "rent"
"3712" "indiv" "rent"
"3713" "indiv" "own"
"3714" "indiv" "rent"
"3715" "indiv" "rent"
"3716" "indiv" "mortgage"
"3717" "indiv" "mortgage"
"3718" "joint" "rent"
"3719" "indiv" "mortgage"
"3720" "indiv" "mortgage"
"3721" "joint" "rent"
"3722" "indiv" "mortgage"
"3723" "indiv" "mortgage"
"3724" "indiv" "mortgage"
"3725" "indiv" "mortgage"
"3726" "indiv" "mortgage"
"3727" "indiv" "rent"
"3728" "indiv" "mortgage"
"3729" "indiv" "rent"
"3730" "joint" "mortgage"
"3731" "indiv" "rent"
"3732" "indiv" "own"
"3733" "indiv" "mortgage"
"3734" "indiv" "own"
"3735" "indiv" "mortgage"
"3736" "indiv" "own"
"3737" "indiv" "rent"
"3738" "indiv" "mortgage"
"3739" "indiv" "rent"
"3740" "indiv" "mortgage"
"3741" "indiv" "mortgage"
"3742" "indiv" "rent"
"3743" "indiv" "mortgage"
"3744" "indiv" "rent"
"3745" "indiv" "own"
"3746" "joint" "rent"
"3747" "indiv" "rent"
"3748" "indiv" "rent"
"3749" "indiv" "mortgage"
"3750" "indiv" "mortgage"
"3751" "indiv" "rent"
"3752" "indiv" "mortgage"
"3753" "indiv" "mortgage"
"3754" "indiv" "mortgage"
"3755" "joint" "rent"
"3756" "indiv" "mortgage"
"3757" "indiv" "rent"
"3758" "indiv" "rent"
"3759" "indiv" "own"
"3760" "indiv" "mortgage"
"3761" "indiv" "own"
"3762" "joint" "mortgage"
"3763" "indiv" "mortgage"
"3764" "indiv" "mortgage"
"3765" "indiv" "rent"
"3766" "joint" "mortgage"
"3767" "indiv" "own"
"3768" "indiv" "rent"
"3769" "indiv" "mortgage"
"3770" "indiv" "rent"
"3771" "indiv" "mortgage"
"3772" "indiv" "mortgage"
"3773" "indiv" "rent"
"3774" "indiv" "mortgage"
"3775" "indiv" "mortgage"
"3776" "indiv" "mortgage"
"3777" "indiv" "rent"
"3778" "indiv" "own"
"3779" "indiv" "mortgage"
"3780" "indiv" "rent"
"3781" "indiv" "mortgage"
"3782" "indiv" "rent"
"3783" "indiv" "rent"
"3784" "indiv" "mortgage"
"3785" "indiv" "mortgage"
"3786" "indiv" "rent"
"3787" "indiv" "mortgage"
"3788" "joint" "mortgage"
"3789" "indiv" "rent"
"3790" "indiv" "rent"
"3791" "indiv" "mortgage"
"3792" "indiv" "rent"
"3793" "joint" "mortgage"
"3794" "indiv" "own"
"3795" "joint" "own"
"3796" "indiv" "mortgage"
"3797" "indiv" "mortgage"
"3798" "indiv" "rent"
"3799" "indiv" "mortgage"
"3800" "indiv" "mortgage"
"3801" "indiv" "own"
"3802" "indiv" "mortgage"
"3803" "indiv" "rent"
"3804" "indiv" "mortgage"
"3805" "indiv" "rent"
"3806" "indiv" "own"
"3807" "indiv" "mortgage"
"3808" "indiv" "own"
"3809" "joint" "mortgage"
"3810" "indiv" "rent"
"3811" "indiv" "mortgage"
"3812" "indiv" "mortgage"
"3813" "indiv" "own"
"3814" "indiv" "own"
"3815" "joint" "rent"
"3816" "indiv" "rent"
"3817" "indiv" "mortgage"
"3818" "indiv" "rent"
"3819" "indiv" "mortgage"
"3820" "indiv" "rent"
"3821" "indiv" "mortgage"
"3822" "indiv" "rent"
"3823" "indiv" "mortgage"
"3824" "indiv" "mortgage"
"3825" "indiv" "mortgage"
"3826" "joint" "mortgage"
"3827" "indiv" "mortgage"
"3828" "indiv" "mortgage"
"3829" "joint" "own"
"3830" "indiv" "rent"
"3831" "indiv" "mortgage"
"3832" "indiv" "mortgage"
"3833" "indiv" "mortgage"
"3834" "indiv" "rent"
"3835" "indiv" "mortgage"
"3836" "indiv" "own"
"3837" "indiv" "rent"
"3838" "joint" "mortgage"
"3839" "indiv" "mortgage"
"3840" "indiv" "rent"
"3841" "indiv" "mortgage"
"3842" "indiv" "own"
"3843" "indiv" "rent"
"3844" "indiv" "mortgage"
"3845" "indiv" "mortgage"
"3846" "indiv" "mortgage"
"3847" "joint" "mortgage"
"3848" "indiv" "own"
"3849" "indiv" "rent"
"3850" "indiv" "rent"
"3851" "indiv" "rent"
"3852" "indiv" "mortgage"
"3853" "indiv" "rent"
"3854" "indiv" "own"
"3855" "indiv" "rent"
"3856" "indiv" "mortgage"
"3857" "indiv" "mortgage"
"3858" "indiv" "rent"
"3859" "indiv" "own"
"3860" "indiv" "rent"
"3861" "indiv" "rent"
"3862" "indiv" "mortgage"
"3863" "indiv" "mortgage"
"3864" "indiv" "rent"
"3865" "joint" "mortgage"
"3866" "joint" "mortgage"
"3867" "joint" "mortgage"
"3868" "indiv" "rent"
"3869" "joint" "rent"
"3870" "indiv" "rent"
"3871" "indiv" "mortgage"
"3872" "indiv" "mortgage"
"3873" "joint" "rent"
"3874" "indiv" "rent"
"3875" "indiv" "rent"
"3876" "joint" "rent"
"3877" "joint" "mortgage"
"3878" "joint" "own"
"3879" "indiv" "mortgage"
"3880" "indiv" "rent"
"3881" "indiv" "rent"
"3882" "joint" "mortgage"
"3883" "indiv" "own"
"3884" "indiv" "mortgage"
"3885" "indiv" "mortgage"
"3886" "indiv" "mortgage"
"3887" "indiv" "rent"
"3888" "indiv" "mortgage"
"3889" "indiv" "mortgage"
"3890" "indiv" "own"
"3891" "indiv" "mortgage"
"3892" "indiv" "mortgage"
"3893" "joint" "rent"
"3894" "indiv" "rent"
"3895" "indiv" "own"
"3896" "joint" "mortgage"
"3897" "indiv" "mortgage"
"3898" "joint" "mortgage"
"3899" "joint" "own"
"3900" "indiv" "rent"
"3901" "indiv" "rent"
"3902" "indiv" "rent"
"3903" "joint" "mortgage"
"3904" "indiv" "own"
"3905" "indiv" "rent"
"3906" "indiv" "mortgage"
"3907" "indiv" "mortgage"
"3908" "indiv" "own"
"3909" "indiv" "rent"
"3910" "indiv" "mortgage"
"3911" "joint" "own"
"3912" "indiv" "mortgage"
"3913" "indiv" "mortgage"
"3914" "indiv" "mortgage"
"3915" "indiv" "own"
"3916" "indiv" "rent"
"3917" "indiv" "rent"
"3918" "indiv" "own"
"3919" "indiv" "rent"
"3920" "indiv" "rent"
"3921" "joint" "mortgage"
"3922" "joint" "mortgage"
"3923" "indiv" "mortgage"
"3924" "joint" "rent"
"3925" "joint" "mortgage"
"3926" "joint" "mortgage"
"3927" "joint" "rent"
"3928" "indiv" "rent"
"3929" "indiv" "mortgage"
"3930" "indiv" "mortgage"
"3931" "indiv" "rent"
"3932" "indiv" "mortgage"
"3933" "indiv" "own"
"3934" "indiv" "mortgage"
"3935" "indiv" "mortgage"
"3936" "indiv" "own"
"3937" "indiv" "own"
"3938" "indiv" "rent"
"3939" "joint" "mortgage"
"3940" "indiv" "mortgage"
"3941" "indiv" "own"
"3942" "indiv" "rent"
"3943" "joint" "mortgage"
"3944" "indiv" "mortgage"
"3945" "indiv" "mortgage"
"3946" "indiv" "mortgage"
"3947" "indiv" "rent"
"3948" "indiv" "mortgage"
"3949" "indiv" "rent"
"3950" "indiv" "mortgage"
"3951" "indiv" "own"
"3952" "indiv" "mortgage"
"3953" "indiv" "mortgage"
"3954" "indiv" "own"
"3955" "indiv" "rent"
"3956" "indiv" "mortgage"
"3957" "indiv" "mortgage"
"3958" "indiv" "mortgage"
"3959" "indiv" "rent"
"3960" "indiv" "own"
"3961" "indiv" "mortgage"
"3962" "indiv" "mortgage"
"3963" "indiv" "mortgage"
"3964" "indiv" "rent"
"3965" "indiv" "own"
"3966" "indiv" "mortgage"
"3967" "indiv" "rent"
"3968" "indiv" "rent"
"3969" "joint" "mortgage"
"3970" "indiv" "rent"
"3971" "joint" "mortgage"
"3972" "indiv" "mortgage"
"3973" "indiv" "own"
"3974" "joint" "mortgage"
"3975" "indiv" "mortgage"
"3976" "indiv" "rent"
"3977" "indiv" "mortgage"
"3978" "indiv" "rent"
"3979" "indiv" "rent"
"3980" "indiv" "mortgage"
"3981" "indiv" "rent"
"3982" "indiv" "rent"
"3983" "indiv" "mortgage"
"3984" "indiv" "mortgage"
"3985" "indiv" "rent"
"3986" "joint" "rent"
"3987" "indiv" "rent"
"3988" "joint" "mortgage"
"3989" "indiv" "own"
"3990" "indiv" "mortgage"
"3991" "indiv" "mortgage"
"3992" "indiv" "own"
"3993" "indiv" "own"
"3994" "indiv" "rent"
"3995" "indiv" "mortgage"
"3996" "indiv" "rent"
"3997" "indiv" "rent"
"3998" "indiv" "rent"
"3999" "indiv" "rent"
"4000" "indiv" "mortgage"
"4001" "indiv" "rent"
"4002" "indiv" "mortgage"
"4003" "indiv" "mortgage"
"4004" "indiv" "mortgage"
"4005" "indiv" "mortgage"
"4006" "indiv" "own"
"4007" "joint" "rent"
"4008" "indiv" "rent"
"4009" "indiv" "rent"
"4010" "indiv" "rent"
"4011" "indiv" "rent"
"4012" "indiv" "rent"
"4013" "indiv" "rent"
"4014" "indiv" "mortgage"
"4015" "indiv" "rent"
"4016" "joint" "mortgage"
"4017" "indiv" "mortgage"
"4018" "indiv" "mortgage"
"4019" "indiv" "mortgage"
"4020" "indiv" "mortgage"
"4021" "indiv" "mortgage"
"4022" "indiv" "mortgage"
"4023" "joint" "own"
"4024" "indiv" "mortgage"
"4025" "indiv" "mortgage"
"4026" "indiv" "mortgage"
"4027" "indiv" "rent"
"4028" "indiv" "rent"
"4029" "joint" "rent"
"4030" "indiv" "mortgage"
"4031" "indiv" "own"
"4032" "indiv" "mortgage"
"4033" "indiv" "mortgage"
"4034" "indiv" "rent"
"4035" "indiv" "mortgage"
"4036" "joint" "mortgage"
"4037" "indiv" "own"
"4038" "indiv" "mortgage"
"4039" "indiv" "mortgage"
"4040" "indiv" "mortgage"
"4041" "indiv" "own"
"4042" "indiv" "mortgage"
"4043" "indiv" "rent"
"4044" "indiv" "rent"
"4045" "indiv" "rent"
"4046" "indiv" "mortgage"
"4047" "indiv" "rent"
"4048" "indiv" "own"
"4049" "joint" "mortgage"
"4050" "indiv" "rent"
"4051" "indiv" "rent"
"4052" "indiv" "mortgage"
"4053" "indiv" "mortgage"
"4054" "joint" "mortgage"
"4055" "indiv" "own"
"4056" "indiv" "rent"
"4057" "joint" "mortgage"
"4058" "indiv" "own"
"4059" "indiv" "mortgage"
"4060" "indiv" "mortgage"
"4061" "indiv" "rent"
"4062" "indiv" "mortgage"
"4063" "indiv" "own"
"4064" "indiv" "mortgage"
"4065" "joint" "mortgage"
"4066" "indiv" "mortgage"
"4067" "indiv" "rent"
"4068" "indiv" "mortgage"
"4069" "indiv" "rent"
"4070" "joint" "mortgage"
"4071" "joint" "rent"
"4072" "indiv" "mortgage"
"4073" "indiv" "rent"
"4074" "indiv" "mortgage"
"4075" "joint" "rent"
